,2LD,SS,SS_url,i_2LD,i_url,isPhishing,language,title,url,xLink
0,0.5454545454545454,0.0006311139160618492,0.0035149384885764497,0.024759284731774415,0.038461538461538464,1,0.0,1.0,0.004016064257028112,1.0
1,0.36363636363636365,1.0,0.01927437641723356,0.03636363636363636,0.3488372093023256,1,0.0,1.0,0.0025220680958385876,0.5714285714285714
2,0.4375,0.03418803418803419,0.02865761689291101,0.03571428571428571,0.6538461538461539,1,0.0,1.0,0.014492753623188406,0.5
3,0.3888888888888889,0.01701746529332736,0.0029498525073746312,0.0011855364552459987,0.06451612903225806,1,0.0,1.0,0.00477326968973747,0.2857142857142857
4,0.5151515151515151,0.034482758620689655,0.01020408163265306,0.06424581005586592,0.058823529411764705,1,0.0,1.0,0.0136986301369863,0.2857142857142857
5,0.5,0.0014817187938008089,0.013056379821958458,0.02097902097902098,0.38,1,0.0,1.0,0.0016611295681063123,0.2857142857142857
6,0.42857142857142855,0.007035790761700826,0.004830917874396135,0.11538461538461539,0.058823529411764705,1,0.0,1.0,0.021052631578947368,0.2857142857142857
7,0.5,0.0003096454559529339,0.02918918918918919,0.02686817800167926,0.575,1,0.0,1.0,0.055441478439425054,0.2857142857142857
8,0.38461538461538464,0.0016771631982475355,0.020292207792207792,0.005816135084427768,0.41509433962264153,1,0.0,1.0,0.0003255208333333333,0.5714285714285714
9,0.5483870967741935,0.001832085391110403,0.03979460847240052,0.00048146364949446316,0.5098039215686274,1,0.0,1.0,0.02229157378510923,0.2857142857142857
10,0.42857142857142855,0.01290516206482593,0.017142857142857144,0.025522041763341066,0.5918367346938775,1,0.0,1.0,0.011135168574079802,0.14285714285714285
11,0.5555555555555556,4.023497223786915e-05,0.0017391304347826088,0.021168501270110076,0.04081632653061224,1,0.0,1.0,0.02345215759849906,0.2857142857142857
12,0.3333333333333333,1.0,0.17105263157894737,0.02140309155766944,0.5789473684210527,1,0.0,1.0,0.004889975550122249,0.5
13,0.48148148148148145,1.0,0.024630541871921183,0.0003999200159968006,0.27586206896551724,1,0.037037037037037035,1.0,0.018867924528301886,0.2857142857142857
14,0.5294117647058824,0.00980392156862745,0.06647398843930635,0.00463429377392706,0.6785714285714286,1,0.0,1.0,0.008031088082901554,0.5
15,0.4838709677419355,1.0,0.04129263913824058,0.006207827260458839,0.5714285714285714,1,0.0,1.0,0.00031075201988812925,0.5
16,0.4,0.00205761316872428,0.056640625,0.021739130434782608,0.5208333333333334,1,0.0,1.0,0.03152088258471237,1.0
17,0.8571428571428571,0.043478260869565216,0.07407407407407407,0.004889975550122249,0.475,1,0.0,1.0,0.026746724890829694,0.2857142857142857
18,0.5555555555555556,0.0022346368715083797,0.0021208907741251328,0.04560260586319218,0.04,1,0.0,1.0,0.036585365853658534,0.2727272727272727
19,0.5789473684210527,0.002442002442002442,0.01818181818181818,0.03769140164899882,0.13333333333333333,1,0.0,1.0,0.02738810955243821,1.0
20,0.6666666666666666,0.034782608695652174,0.029850746268656716,0.08502024291497975,0.09090909090909091,1,0.0,1.0,0.0860655737704918,0.25
21,0.4117647058823529,1.0,0.044715447154471545,0.03460207612456748,0.41304347826086957,1,0.0,1.0,0.0015910898965791568,0.5
